Hotelname,Hotelid,Address,Cityname,Citycode,CountryCode,CountryName,Payment,Tel No.,FAX No.,Latitude,Longtitude,Star,# room,Email
White Beach Resort,WSASPHPTA000010,"White Beach, San Isidro Puerto Galera, Oriental Mindoro",Puerto Galera,WSASPHPTA,WSASPH,Philippines,NONE,+63 917-6328546, ,13.505327,120.903308,2,,
Eastwood Richmonde Hotel,WSASPHQZY000003,"17 Orchard Road Eastwood City, Bagumbayan",Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,(632) 570-7777, ,14.610033,121.080511,4,,
Microtel by Wyndham UP Techno Hub,WSASPHQZY000008,"UP-Ayala Land Technohub Commonwealth Avenue, DilimanQuezon City, Philippines 1121",Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,+63 (02) 899 7171,+63 (02) 870 0319,14.659385,121.060351,3,,
Microtel by Wyndham Acropolis,WSASPHQZY000009,"E. Rodriguez Jr. Ave. Brgy. Bagumbayan, Quezon CityPhilippines",Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,+63 (02) 962 8899,+63 (02) 477 3063,14.607888,121.077815,3,,
Novotel Manila Araneta Center,WSASPHQZY000011,"General Aguinaldo Ave, Cubao Quezon City, 0810 Metro ManilaPhilippines",Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,(+63)2/7054444,(+63)2/9909111,14.62003,121.05443,4,,
B Hotel Quezon City,WSASPHQZY000025,14 Scout Rallos Street Brgy. Laging Handa,Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,(632) 771 8181, ,14.63514,121.029484,4,,
The Cirque Serviced Residences,WSASPHQZY000029,"Bagumbayan, Quezon City Metro ManilaPhilippines",Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,+632 318 4600, ,14.602992,121.088818,4,,
Go Hotels Cubao,WSASPHQZY000040,840 Aurora Blvd,Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,+632 687 7788, ,14.62062,121.048732,3,,
Seda Nuvali,WSASPHSTA000002,"Lakeside Evozone NUVALI, Santa Rosa, 4026 LagunaPhilippines","Laguna, PH",WSASPHLGA,WSASPH,Philippines,NONE,(6349) 5433788,(6349) 2558891,14.2384256,121.0574672,4.5,,
Almont Beach Resort,WSASPHSUG000017,"Surigao City, Surigao del Norte",Surigao,WSASPHSUG,WSASPH,Philippines,NONE,(63 86) 826-7544, ,9.809517,125.458163,3,,
Microtel Inn and Suites By Wyndham South Forbes Near Nuvali,WSASPHTGY000013,"South Boulevard, South Forbes Golf City, Barangay",Tagaytay,WSASPHTGY,WSASPH,Philippines,NONE,632 49 5434888,632 49 5434800,14.248855,121.048394,3,,
One Tagaytay Place Suites,WSASPHTGY000015,"445 Tagaytay-Calamba Road Barrio Sungay West,Tagaytay City",Tagaytay,WSASPHTGY,WSASPH,Philippines,NONE,+(63 2) 584-4111, ,14.1241476,120.9906497,4,,
Summit Ridge Tagaytay,WSASPHTGY000017,"Km 58 General Emilio Aguinaldo Highway Maharlika West, Tagaytay City",Tagaytay,WSASPHTGY,WSASPH,Philippines,NONE,+63 2 240 6888, ,14.0979794,120.940734,4,,
The Concierge at Wind Residences,WSASPHTGY000046,"Unit 104 Tower 1 Wind Residences E. Aguinaldo Highway, Maharlika We",Tagaytay,WSASPHTGY,WSASPH,Philippines,NONE,(+63) 46 423 2703, ,14.1017159,120.9440417,2,,
Anya Resort Tagaytay,WSASPHTGY000047,"Buenavista Hills Road, Barangay Mag-asawang Ilat Tagaytay City",Tagaytay,WSASPHTGY,WSASPH,Philippines,NONE,63 2 553 8888,63 2 874 0426,14.136423,120.97295,5,,
Microtel Inn And Suites By Wyndh Tarlac,WSASPHTLC000002,HACIENDA LUISITATARLACTARLACPHILIPPINES,Tarlac,WSASPHTLC,WSASPH,Philippines,NONE,63 45 985 1770, ,15.4390381,120.6023293,3,,
Vitalis White Sands,WSASPHVGN000005,"Sabangan, Santiago - Ilocos Sur",Ilocos Sur,WSASPHILR,WSASPH,Philippines,NONE,(+63) 2 404 4784, ,17.285042,120.434366,3,,
Hotel Veneto De Vigan,WSASPHVGN000008,"Bonifacio St., Barangay I Vigan City, Ilocos Sur 2700",Vigan,WSASPHVGN,WSASPH,Philippines,NONE,(6377) 674-0938, ,17.573127,120.388409,4,,
Hotel 81 Changi,WSASSGSIN000008,428 Changi Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6345 8181,(65) 6345 2974,1.318716,103.91172,2,,
Hotel 81 Heritage,WSASSGSIN000010,71 Jalan Sultan Kampong Glam,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6297 8181,(65) 6297 9826,1.302661,103.86132,2,,
Hotel 81 Lucky,WSASSGSIN000011,23 Lorong 20 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6476 8181,(65) 6842 1139,1.311974,103.88122,2,,
Amara Sanctuary Resort Sentosa,WSASSGSIN000029,1 Larkhill Road Sentosa Island099394,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6825 - 3888,(65) 6825 - 3878,1.25123,103.822342,5,,
Amara Singapore,WSASSGSIN000030,165 Tanjong Pagar Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6879 2555,(65) 6224 3910,1.275159,103.843412,4,,
Amaris Bugis Singapore,WSASSGSIN000031,21 Middle Road Bugis Junction Singapore 188931,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6337 7100, ,1.296744,103.855908,2,,
Amoy Hotel,WSASSGSIN000037,76 Telok Ayer Street 048464,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6580 2888, ,,,4,,
Aqueen Hotel Balestier,WSASSGSIN000040,387 Balestier Road Novena,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6593 - 0999,(65) 6593 - 0990,1.325282,103.849958,3,,
Aqueen Heritage Hotel Joo Chiat,WSASSGSIN000041,51 Joo Chiat Road Singapore,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6718 0999, ,1.314966,103.898638,3,,
Aqueen Hotel Jalan Besar,WSASSGSIN000042,230 Jalan Besar,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6426 0999, ,1.309265,103.857973,3,,
Aqueen Hotel Lavender,WSASSGSIN000043,139 Lavender Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6395 - 7788,(65) 6395 - 7781,1.312389,103.861296,3,,
Aqueen Hotel Paya Lebar,WSASSGSIN000044,33 Jalan Afifi,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6713 9999, ,1.322137,103.891539,3,,
Ascott Raffles Place,WSASSGSIN000051,No 2 Finlayson Green,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6577 - 1688,(65) 6577 - 1668,1.282007061,103.8516878,5,,
Bay Hotel Singapore,WSASSGSIN000061,50 Telok Blangah Road,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,(65) 6818 - 6666,(65) 6818 - 6688,1.266368,103.823795,4,,
Capri By Fraser Residences,WSASSGSIN000089,3 Changi Business Park Central 1,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6933 9833,+65 6933 9888,1.334115,1.334115,4,,
Carlton City Singapore,WSASSGSIN000091,1 Gopeng Street,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,(65) 6632 8888, ,1.2760515,103.8415456,5,,
Carlton Singapore,WSASSGSIN000092,76 Bras Basah Road,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,(65) 6338 - 8333,(65) 6339 - 6866,1.296188,103.852054,4,,
Hotel Chancellor @ Orchard,WSASSGSIN000098,28 Cavenagh Road,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6708 8788,+65 6708 8787,1.301182,103.842199,3,,
Citadines Fusionopolis Singapore,WSASSGSIN000105,3 Fusionopolis Way Symbiosis Tower,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,6562483333, ,1.2987,103.788,4,,
Citadines Singapore Mount Sophia,WSASSGSIN000106,8 Wilkie Road #01-26 Wilkie EdgeSingapore,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6593 8188, ,1.30209,103.849651,3.5,,
Clover 5 HongKong Street,WSASSGSIN000113,5 Hongkong Street,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6653 8888, ,,,4,,
Clover 7 Hong Kong Street,WSASSGSIN000114,"7 Hongkong St, Singapore",Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6801 7788, ,,,3,,
Clover The Arts,WSASSGSIN000116,58 South Bridge Road,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6439 7088, ,1.2874329,,3,,
Concorde Singapore,WSASSGSIN000120,100 Orchard Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6733 - 8855 / 67398303 / 8304 / 8305 / 8329,(65) 6732 - 7886,1.300526,103.842162,4,,
Copthorne Kings Singapore,WSASSGSIN000122,403 Havelock Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6733 - 0011,(65) 6732 - 5764,1.288339,103.836653,4,,
Days Singapore at Zhongshan Park,WSASSGSIN000136,1 Jalan Rajah,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6808 6868,(65) 6808 6999,1.326985,103.847628,3,,
Dorsett Singapore,WSASSGSIN000140,333 New Bridge Road Chinatown,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6678 8333,+65 6678 8398,1.279665,103.839864,4,,
Six Senses Duxton (Formerly Duxton Singapore),WSASSGSIN000144,"83 Duxton Road, Singapore 089540",Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,65 6914 1428,65 6221 3991,1.278698,103.84319,5,,
Elizabeth Singapore,WSASSGSIN000145,24 Mount Elizabeth,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6738 - 1188,(65) 6732 - 3866,1.308156,103.835687,4,,
Festive by Resort World Sentosa,WSASSGSIN000155,8 Sentosa Gateway Sentosa Island,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+ 65 6577 8888, ,1.256298,103.818984,5,,
Fort Canning Lodge,WSASSGSIN000160,6 Fort Canning Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6338 - 4222,(65) 6337 - 4222,1.297445,103.844833,3,,
Four Seasons Singapore,WSASSGSIN000165,190 Orchard Boulevard Orchard,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6734 1110,+65 67330682,1.305125,103.828805,5,,
Fragrance Waterfront,WSASSGSIN000166,"418 Pasir Panjang Road, 118759 Singapore, Singapor",Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6777 - 9888, ,1.292157,103.76886,2,,
Fragrance Balestier,WSASSGSIN000167,255 Balestier Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6345 6116, ,1.321938,103.852716,2,,
Fragrance Bugis,WSASSGSIN000168,33 Middle Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6336 - 9888, ,1.296979,103.855569,3,,
Fragrance Crystal,WSASSGSIN000170,50 Lorong 18 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6844 - 7888,(65) 6345 - 3433,1.310693,103.880681,2,,
Fragrance Emerald,WSASSGSIN000171,20 Lorong 6 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6842 - 3888,(65) 6345 - 3433,103.876367,103.876367,2,,
Fragrance Imperial,WSASSGSIN000172,28 Penhas Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6297 - 9888, ,1.309429,103.862342,3,,
Fragrance Joo Chiat,WSASSGSIN000173,219 Joo Chiat Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6344 - 9888,(65) 6345 - 3433,1.311515,103.901286,2,,
Fragrance Oasis,WSASSGSIN000176,435 Balestier Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6259 - 6888, ,1.325978,103.84864,2,,
Fragrance Ocean View,WSASSGSIN000177,432 Pasir Panjang Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6778 - 0888, ,1.292354,103.76847,2,,
Fragrance Pearl,WSASSGSIN000178,21 Lorong 14 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6842 - 7888,(65) 6345 - 3433,1.31158,103.879281,2,,
Fragrance Riverside,WSASSGSIN000179,20 Hongkong Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6636 0888, ,1.287835,103.847136,3,,
Fragrance Rose,WSASSGSIN000180,263 Balestier Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6254 - 7888,(65) 6345 - 3433,1.322033,103.852779,2,,
Fragrance Royal,WSASSGSIN000181,400 Telok Blangah Road,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,(65) 6842 - 3888,(65) 6842 - 0039,1.312263,103.881231,2,,
Fragrance Ruby,WSASSGSIN000182,10 Lorong 20 Geylang Lorong 20 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,(65) 6841 - 3888,(65) 6841 - 6322,1.312265,103.881232,2,,
Fragrance Sapphire,WSASSGSIN000183,3 Lorong 10 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,(65) 6841 - 4888, ,1.31177,103.877854,2,,
Fragrance Selegie,WSASSGSIN000184,183 Selegie Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6337 7888, ,1.303683,103.849886,3,,
Fragrance Sunflower,WSASSGSIN000185,10 Lorong 10 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6846 7888, ,1.311498,103.87739,2,,
Fullerton Singapore,WSASSGSIN000193,"1 Fullerton Square, Marina Bay, 049178 Singapore, Singapore, 049178",Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6733 - 8388,(65) 6735 - 8388,1.286355,103.853069,5,,
Furama City Centre,WSASSGSIN000194,60 Eu Tong Sen Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Pre Payment,(65) 6533 - 3888,(65) 6534 - 1489,1.286616,103.844669,4,,
Furama Riverfront,WSASSGSIN000195,405 Havelock Road,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,(65) 6333 - 8898,(65) 6733 - 1588,1.287949,103.835397,4,,
Genting Hotel Jurong,WSASSGSIN000202,"2 Town Hall Link, Singapore 608516, Jurong East, 6",Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6577 8899, ,1.331366,103.739438,3,,
Goodwood Park Singapore City,WSASSGSIN000205,"22 Scotts Road, Orchard, 228221 Singapore, Singapo",Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6737 - 7411,(65) 6732 - 8558,1.308453,103.834548,5,,
Hotel Grand Central,WSASSGSIN000207,22 Cavenagh Road / Orchard Road Orchard,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6737 9944,+65 6733 3175,1.301335,103.841685,4,,
Grand Copthorne Waterfront Hotel,WSASSGSIN000208,"392 Havelock Road, Robertson Quay, 169663 Singapor",Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6733 - 0880,(65) 6737 - 8880,1.290251,103.835134,5,,
Grand Hyatt Singapore,WSASSGSIN000209,"10 Scotts Road, Orchard, 228211 Singapore, Singapo",Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,(65) 6738 - 1234,(65) 6732 - 1696,1.306501,103.833017,5,,
Hilton Garden Inn Singapore Serangoon,WSASSGSIN000210,3 Belilios Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6491 - 0500,(65) 6491 - 0501,1.308264,103.85182,4,,
Grand Pacific Singapore,WSASSGSIN000212,"101 Victoria Street, 188018 Singapore, Singapore",Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6336 - 0811,(65) 6339 - 7019,1.297402,103.852558,4,,
Grand Park City Hall,WSASSGSIN000213,"10 Coleman Street, City Hall, 179809 Singapore, Si",Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6336 - 3456,(65) 6339 - 9311,1.29253,103.850092,5,,
Grand Park Orchard,WSASSGSIN000214,"270 Orchard Road, Orchard, 238857 Singapore, Singa",Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6603 8888,+65 6603 8888,1.303311,103.836196,5,,
Hard Rock by Resort World Sentosa,WSASSGSIN000227,"8 Sentosa Gateway, Sentosa Island, 098269 Singapor",Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6577 - 8899, ,1.257792,103.818905,5,,
Hotel Mi,WSASSGSIN000249,41 Bencoolen Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6251 8822,+65 6266 3126,1.298993,103.850228,4,,
Hotel 81 Bugis,WSASSGSIN000250,31 Middle Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6339 - 8181,(65) 6339 - 7131,1.297125,103.855343,2,,
Hotel 81 Chinatown,WSASSGSIN000252,181 New Bridge Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6324 - 8181,(65) 6534 - 4145,1.284,103.844,2,,
Hotel 81 Dickson,WSASSGSIN000255,3 Dickson Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6392 - 8181,(65) 6392 - 5337,1.304908,103.854285,2,,
Hotel 81 Geylang,WSASSGSIN000258,20 Lorong 16 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6841 - 8181,(65) 6841 - 9249,1.311839,103.87958,2,,
Hotel 81 Gold,WSASSGSIN000259,"20 Geylang, Lorong 20",Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6295 8181, ,1.312034,103.881164,2,,
Hotel 81 (Premier) Hollywood,WSASSGSIN000260,61 Lorong 8 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6383 - 8181,(65) 6745 - 9289,1.31051,103.877379,2,,
Hotel 81 Kovan,WSASSGSIN000262,768 Upper Serangoon Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6286 8181,(65) 6858 4705,1.354264,103.878929,2,,
Hotel 81 Osaka,WSASSGSIN000265,1 Eng Hoon Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6258 - 8181,(65) 6220 - 1336,1.283372395,103.8353923,2,,
Hotel 81 Palace,WSASSGSIN000266,25 Lorong 16 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6440 - 8181,(65) 6482 - 4135,1.312,103.88,2,,
Hotel 81 (Premier) Star,WSASSGSIN000267,31 Lorong 18 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6748 - 8181,(65) 6742 - 4197,1.311515,103.880916,2,,
Hotel 81 Princess,WSASSGSIN000268,21 Lorong 12 Geylang,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6842 - 8181,(65) 6482 - 4515,1.311125,103.878668,2,,
Hotel 81 Sakura,WSASSGSIN000270,181 Joo Chiat Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6247 8181,(65) 6346 2133,1.312313,103.900476,2,,
Hotel 81 Selegie,WSASSGSIN000271,161 Selegie Road Singapore,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6332 8181,65 6337 3277,1.303487,103.849911,2,,
Hotel 81 Tristar,WSASSGSIN000273,1 Onan Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6244 - 8181,(65) 6440 - 3343,1.315571,103.897345,2,,
Boss Hotel Singapore,WSASSGSIN000275,500 Jalan Sultan Road Singapore,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6809 0000,+65 6809 0000,1.30579,103.86046,4,,
Hotel G Singapore,WSASSGSIN000277,200 Middle Road Singapore,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65-68097988, ,1.300807,103.851496,3.5,,
Jen Orchardgateway Singapore by Shangri-La,WSASSGSIN000278,277 Orchard Road #10-01,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6708 8888,+65 6831 4332,1.300864,103.838829,4,,
The Inn at Temple Street,WSASSGSIN000289,36 Temple Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6221 - 5333,(65) 6225 - 5391,1.283239,103.844039,3,,
Jen Tanglin By Shangri-La,WSASSGSIN000298,1A Cuscaden Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6738 2222,+65 6831 4314,1.304255,103.823967,4,,
JW Marriott Hotel Singapore South Beach,WSASSGSIN000301,30 Beach Road,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6818 1888, ,,,5,,
Klapstar Boutique Hotel,WSASSGSIN000308,15 Hoe Chiang Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6533 9000, ,,,4,,
Link Singapore,WSASSGSIN000322,50 Tiong Bahru Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Pre Payment,(65) 6622 8585,(65) 6622 8558,1.284916,103.834202,4,,
M Social Singapore,WSASSGSIN000329,90 Robertson Quay,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 62061888, ,1.291172,103.837375,4,,
Mandarin Orchard Singapore City,WSASSGSIN000333,333 Orchard Road Orchard,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6737 4411,(65) 6738 2382 / 6732 - 2361,1.302004,103.835933,5,,
Marina Bay Sands,WSASSGSIN000336,10 Bayfront Avenue,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6688 - 8868,(65) 6688 8899,1.283562,103.860687,5,,
Marina Mandarin,WSASSGSIN000337,"6 Raffles Boulevard, Marina Square, Marina Bay, 03",Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6845 - 1000,(65) 6845 - 1001,1.291821,103.857108,5,,
Michael by Resort World Sentosa,WSASSGSIN000347,8 Sentosa Gateway,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(+65) 6577 8899,(+65) 6577 8895,1.255179,103.821811,5,,
Naumi Singapore,WSASSGSIN000361,41 Seah Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6403 - 6000,(65) 6403 - 6010,1.295886,103.855198,4,,
Oasia Hotel Downtown Singapore,WSASSGSIN000373,100 Peck Seah St,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6812 6900, ,1.2759017,103.8442764,4,,
Oasia Hotel Novena,WSASSGSIN000374,8 Sinaran Drive,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6881 8888, ,1.320265538,103.8453951,4,,
One Farrer Hotel,WSASSGSIN000376,1 Farrer Park Station Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 63630101,+65 67057892,1.312686,103.834456,5,,
Orchard Rendezvous Hotel (Formerly Orchard Parade),WSASSGSIN000379,1 Tanglin Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6735 - 1133,(65) 6733 - 0242,1.306828,103.827675,4,,
Orchard Singapore,WSASSGSIN000382,442 Orchard Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,+65 6735 7575,(65) 6739 6645 / 6733 5482,1.307722,103.828436,5,,
Pan Pacific Singapore,WSASSGSIN000393,7 Raffles Boulevard Marina Square,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6336 8111,(65) 6339 - 1861,1.292368,103.858927,5,,
Parc Sovereign Hotel - Albert,WSASSGSIN000394,175 Albert Street Bencoolen,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6337 6888, ,1.303509,103.85134,4,,
Parc Sovereign Hotel - Tyrwhitt,WSASSGSIN000395,165 Tyrwhitt Road Lavender,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6340 1188, ,1.312263,103.86064,4,,
Park Alexandra,WSASSGSIN000397,323 Alexandra Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+62 6828 8888, ,1.287249,103.805405,4,,
Park Hotel Clarke Quay,WSASSGSIN000401,No 1 Unity Street Robertson Quay,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6593 8888,+65 6593 8899,1.291458,103.842344,4,,
Park Hotel Farrer Park,WSASSGSIN000402,10 Farrer Park Station Road Farrer Park,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6593 6999,+65 6593 6969,1.3122,103.854549,4,,
Parkroyal on Beach Road,WSASSGSIN000405,7500A Beach Road The Plaza,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6505 5666,(65) 6296 - 3600,1.300184,103.860678,4,,
Parkroyal on Kitchener Road,WSASSGSIN000406,181 Kitchener Road,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 6428 - 3000,+65 6297 - 2827,1.310906,103.85597,4,,
PARKROYAL on Pickering,WSASSGSIN000407,3 Upper Pickering Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6809 8888,+65 6809 8889,1.285833,103.846178,5,,
Peninsula Excelsior,WSASSGSIN000410,5 Coleman Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 63372200, ,1.2919,103.8499,4,,
The Porcelain Hotel,WSASSGSIN000420,48 Mosque Street,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 66453131,+65 66453132,1.2842,103.8443,3,,
Quincy Singapore,WSASSGSIN000428,22 Mount Elizabeth,Singapore City,WSASSGSIN,WSASSG,Singapore,Deposit,(65) 6738 - 5888,(65) 6510 - 1938,1.307946,103.83558,5,,
Ramada Singapore at Zhongshan Park,WSASSGSIN000433,16 Ah Hood Road Novena,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,+65 6808 6888,+65 6808 6998,1.327079,103.846514,4,,
Regent Singapore,WSASSGSIN000436,1 Cuscaden Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6733 - 8888,(65) 6732 - 8838,1.303945,103.82372,5,,
Rendezvous Hotel Singapore,WSASSGSIN000439,9 Bras Basah Road,Singapore City,WSASSGSIN,WSASSG,Singapore,Pre Payment,+65 6881 8888,(65) 6337 - 3773,1.298454,103.849307,4,,
Equarius by Resorts World Sentosa,WSASSGSIN000441,8 Sentosa Gateway Resorts WorldSentosa,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6577 - 8899, ,1.258051,103.816641,5,,
Ritz Carlton Millenia,WSASSGSIN000443,7 Raffles Avenue,Singapore City,WSASSGSIN,WSASSG,Singapore,Credit,(65) 6337 - 8888,(65) 6338 - 0001,1.290249842,103.8563253,5,,
Royal at Queens,WSASSGSIN000446,No.12 Queen Street,Singapore City,WSASSGSIN,WSASSG,Singapore,NONE,+65 67259988,+65 67259966,1.299199,103.853201,4,,
